,timestamp_pulse_id,bgfactor,pixis_rotation,pixis_centerx_px,pixis_centery_px,pinholes_centerx_px,pinholes_centery_px,pixis_profile_centerx_px_fit,pixis_profile_centery_px_fit,pinholes_cm_x_px,pinholes_cm_y_px,_lambda_nm_fit,gamma_fit,sigma_F_gamma_um_opt,xi_um,shiftx_um_fit,w1_um_fit,w2_um_fit,I_Airy1_fit,I_Airy2_fit,x1_um_fit,x2_um_fit,d_um_at_detector,xi_x_um,xi_y_um,pixis_image_minus_bg_rot_cropped_counts,phcam_scalex_um_per_px,phcam_scaley_um_per_px,phap_diam_um,phap_xc_px,phap_yc_px,phap_width_px,phap_height_px,pinholes_bg_avg_phi,pinholes_bg_avg_xc_um,pinholes_bg_avg_yc_um,pinholes_bg_avg_sx_um,pinholes_bg_avg_sy_um,xi_x_um_fit,zeta_x,zeta_x_fit
2052,1545674218,,-1.51,455.0,555.0,500.0,450.0,434.0,,641.9278440656817,435.9828578257741,13.441378892316273,0.8902193129415691,,846.5379531085406,19.30066744041187,12.546216761230525,11.658393773683569,1.0,0.9778219586876048,-2052.3468880234273,1611.3075057163592,3663.654393739786,846.5379531085406,580.2832773949136,885664548.9190415,3.333333333333333,4.838709677419356,1500.0,500.0,570.0,450.0,310.0,0.7297360383185694,2560.0,2269.3548387096776,739.5383448747452,1045.776293852635,667.6894161990547,,0.411443045891394
2053,1545674238,,-1.51,455.0,555.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,3.333333333333333,4.838709677419356,1500.0,500.0,570.0,450.0,310.0,,,,,,,,
2054,1545674258,,-1.51,455.0,555.0,500.0,450.0,433.0,,643.8556743076223,431.095040843378,13.450321007596257,0.8930194227943187,,749.0914790716128,6.934990538636613,12.901206274814301,11.970399248260124,1.0,1.0109504024268356,-2044.0971945240212,1608.3035431237024,3652.400737647724,749.0914790716128,1053.8979388081848,720503203.7868369,3.333333333333333,4.838709677419356,1500.0,500.0,570.0,450.0,310.0,0.6618192323098482,2560.0,2269.3548387096776,736.0677323995047,1040.2184449576928,676.8921091604893,,0.4177577769161801
2055,1545674578,,-1.51,455.0,555.0,500.0,450.0,415.0,,644.1494098776334,427.212328677498,13.471499506062164,0.834035213244447,,765.3243670968466,16.449106009619186,12.572851109590644,11.759112320988645,1.0,0.9431096321471628,-1982.6591342234674,1620.5032201515867,3603.162354375054,765.3243670968466,544.4948814786012,1036832080.5455413,3.333333333333333,4.838709677419356,1500.0,500.0,570.0,450.0,310.0,0.9590038601398904,2570.0,2245.1612903225805,717.3299547996543,1065.5557990594014,534.474390747225,,0.3491051504155284
2056,1545674598,,-1.51,455.0,555.0,500.0,450.0,434.0,,640.7308238508712,435.53236569832023,13.487285997415574,0.8137468596261388,,572.2237874569329,24.48980183170465,12.491469188513605,11.741060779993456,1.0,0.8159245000773132,-1891.6752513978186,1750.0442860705216,3641.7195374683397,572.2237874569329,1028.281849886657,1316505143.554476,3.333333333333333,4.838709677419356,1500.0,500.0,570.0,450.0,310.0,0.901154207588576,2566.666666666667,2235.483870967742,718.7768685244507,1066.4734231219984,501.5284970229196,,0.32940510093116865
2057,1545681460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,1545681480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1545681500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,1545681520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,1545681540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,1545681560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1545681580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,1545681600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,1545681620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,1545681640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1545681900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,1545681920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,1545681940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,1545681960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,1545681980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1545682000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,1545682020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,1545682060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,1545682080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,1545682100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,1545682360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,1545682380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,1545682480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,1545682500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,1545682540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,1545682560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,1545682820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,1545682840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,1545682860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,1545682880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,1545682940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,1545682960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,1545682980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,1545683000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,1545683020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,1545683280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,1545683300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,1545683340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,1545683360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,1545683380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,1545683420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,1545683440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,1545683460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,1545683480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,1545683740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,1545683760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,1545683840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,1545683860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,1545683880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,1545683900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,1545683920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,1545683940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,1545691412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,1545691432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,1545691472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,1545691492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,1545691532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,1545691552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,1545691572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,1545691872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,1545691892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,1545691932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,1545691952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,1545691972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,1545691992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,1545692012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,1545692032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1545692332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,1545692352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,1545692372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,1545692392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,1545692432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,1545692452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,1545692472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,1545692492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,1545692512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,1545692532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,1545692812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,1545692852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,1545692872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1545692892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,1545692932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,1545692952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,1545692972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,1545692992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,1545693012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,1545693272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,1545693292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,1545693312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,1545628077,,-1.2,500.0,480.0,500.0,450.0,565.0,,524.4714892981135,500.8125763878671,13.465397691554939,0.4899577077330761,,655.704697682526,444.6352107129327,10.009732377991574,14.317209216602395,1.0,0.1853550652664032,-3171.8978493547365,3571.369216168319,6743.267065523056,655.704697682526,777.3562303268444,605825984.2398896,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.26637784562831895,2246.511627906977,2225.0,1014.6777979996828,744.0028898280841,591.8707043289804,,0.2799892411766905
2147,1545628097,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2148,1545628117,,-1.2,500.0,480.0,500.0,450.0,497.0,,515.8737911916755,506.433499819899,13.427971005768955,0.5270297480860351,,653.9700305230754,441.69351577627816,10.251864635744662,12.28489858930493,1.0,0.4377967307756295,-3426.0673291558032,3597.9386786846544,7024.006007840458,653.9700305230754,889.0919087674301,393213757.3473316,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.3624446700518864,2223.2558139534885,2225.0,1013.8719787006598,741.1095766831404,624.6624938123457,,0.2944049823538816
2149,1545628157,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2150,1545628177,,-1.2,500.0,480.0,500.0,450.0,548.0,,525.5631490907782,503.00570957066,13.458080385722013,0.4959489841870418,,613.401180846801,439.62841236440704,10.730297182444804,12.080347140978178,1.0,0.4312195836915821,-3429.0788708796395,3507.1068244387043,6936.185695318343,613.401180846801,936.0300108970634,435739072.0677225,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.3624446700518864,2223.2558139534885,2225.0,1013.8719787006598,741.1095766831404,596.9775569590635,,0.282419846746295
2151,1545628197,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2152,1545628217,,-1.2,500.0,480.0,500.0,450.0,514.0,,527.3417204387551,505.1242490101071,13.470656652363909,0.4128843055720321,,533.9107477143759,448.92172916642687,10.000000000657248,13.573260311770447,1.0,0.1983580789004868,-3340.2025037352328,3675.000234737528,7015.202738472762,533.9107477143759,1208.0401647601964,672004964.1659508,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2760998458533454,2251.1627906976746,2228.5714285714294,1014.548220291754,744.4098427244453,531.5375242573919,,0.25340735355630584
2153,1545628237,,-1.2,500.0,480.0,500.0,450.0,548.0,,523.6160686527903,506.9668546393689,13.414541798346505,0.5494666252062591,,635.4773129649773,446.19239219912004,10.000000000523094,10.981873744855372,1.0,0.518263170047164,-3800.454782455617,3540.9862301057788,7341.441012561397,635.4773129649773,1146.9368176188607,458481575.58448166,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.3821026623473903,2227.906976744186,2225.0,1010.3468363583853,748.3586120191519,646.0422088381234,,0.3045278148347526
2154,1545628257,,-1.2,500.0,480.0,500.0,450.0,514.0,,521.916009428472,501.2258188826832,13.446797457902436,0.37331332174432974,,521.5204139070053,445.295741121848,10.012778453525069,12.447116115429964,1.0,0.31856390061180195,-3580.376063495101,3689.1926480241477,7269.5687115192495,521.5204139070053,1283.047266458611,718027993.3253667,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.306295868207184,2237.2093023255816,2228.5714285714294,1014.7564718993412,742.9489324813452,503.6304437628202,,0.2408484010622593
2155,1545628517,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2156,1545628537,,-1.2,500.0,480.0,500.0,450.0,507.0,,539.4227483343174,519.5042684960503,13.437443031340921,0.5194841811725286,,720.7012464800613,460.63744772498717,10.000000000004148,11.080035459820905,1.0,0.3279387088861829,-3820.3466005678633,3695.6861771244676,7516.032777692331,720.7012464800613,694.3838012922181,431611798.5246997,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.31546911286310103,2255.8139534883717,2221.428571428572,1011.9281623078534,746.3263177686653,617.7470040061987,,0.2919360451643513
2157,1545628557,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2158,1545628577,,-1.2,500.0,480.0,500.0,450.0,523.0,,525.8583260818065,496.829379802487,13.4426308926589,0.4567004073254284,,572.2237874569328,445.0780066644728,10.000000000027713,12.004356255697772,1.0,0.4139577288422467,-3645.116946487485,3723.5641182212294,7368.681064708715,572.2237874569328,1197.6157000276905,882578547.2906098,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2537969725324423,2265.116279069768,2246.428571428572,1014.7795940028412,745.1429732519867,564.705251874457,,0.2680575565931909
2159,1545628617,,-1.2,500.0,480.0,500.0,450.0,658.0,,513.8487471255356,503.35142648815565,13.448426772282705,0.4575285856229252,,580.2832773949135,439.06383709737844,10.350575141603844,13.003221043155751,1.0,0.3554388451305041,-3353.247927690979,3541.468017983112,6894.715945674091,580.2832773949135,1137.1152322614714,501081834.27353555,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.3624446700518864,2223.2558139534885,2225.0,1013.8719787006598,741.1095766831404,565.3591037815049,,0.26856849534989075
2160,1545628637,,-1.2,500.0,480.0,500.0,450.0,574.0,,519.7990664982375,507.6629728884245,13.426997992877329,0.4202598478023293,,556.7582797061908,455.4429043501979,10.000000028979251,12.22156334965738,1.0,0.3448954782637559,-3497.2741110073716,3644.217488264963,7141.491599272335,556.7582797061908,1218.5501241430402,409667622.24514925,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.39105562545774897,2251.1627906976746,2228.5714285714294,1010.9876152897533,748.1965722730313,536.9383264292406,,0.2566561528877989
2161,1545628657,,-1.2,500.0,480.0,500.0,450.0,205.0,,533.8998829309451,510.92140136436984,13.481899798338599,0.44391884421177824,,529.337636385104,453.25134744359184,10.000000011871268,14.99999999999686,1.0,0.12501176869027494,-3213.2243246343237,3727.869193188991,6941.093517823316,529.337636385104,1412.7819870781077,567574314.5009942,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2974038678404643,2260.4651162790697,2235.714285714286,1015.398496837584,745.3754519584201,554.7483849796206,,0.26351293756591904
2162,1545628677,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2163,1545628697,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2164,1545628717,,-1.2,500.0,480.0,500.0,450.0,472.0,,519.2798106223286,507.1725475527196,13.447576410529894,0.5596506585285809,,643.7517544743164,443.6361150339018,10.917029092535882,11.623629492728426,1.0,0.5605809933084945,-3363.7275920341917,3298.579078395273,6662.306670429465,643.7517544743164,1117.8076909957936,338249191.77217263,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.3624446700518864,2223.2558139534885,2225.0,1013.8719787006598,741.1095766831404,656.1827491899103,,0.30788312124327755
2165,1545628977,,-1.2,500.0,480.0,500.0,450.0,540.0,,522.1415761872715,502.1811233058266,13.455587304673404,0.5197814639699859,,630.6139672069405,450.60994779555296,10.000000001529846,12.45888159992447,1.0,0.32940278600372264,-3457.109190730644,3683.541240622334,7140.650431352979,630.6139672069405,1250.5335674100659,725009919.5881965,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.268302672853147,2265.116279069768,2239.285714285714,1014.918787583194,746.5975411214291,618.0169960568005,,0.2912652826542837
2166,1545628997,,-1.2,500.0,480.0,500.0,450.0,523.0,,525.1728690202383,504.9354840292995,13.443062430143067,0.4412110424245056,,588.5730384470941,451.11515736132026,10.000000000222943,12.09190704691854,1.0,0.3774568605400404,-3710.6508097837927,3633.145222581557,7343.796032365351,588.5730384470941,504.4911759019694,850387445.0942284,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2840353389333881,2255.8139534883717,2232.1428571428573,1011.7489742636404,742.2577409437055,552.6703876415361,,0.2634756135631825
2167,1545629037,,-1.2,500.0,480.0,500.0,450.0,642.0,,524.7261431510765,508.91619964467327,13.454178454084511,0.4232430786843388,,549.3348359796232,454.214589397855,10.000000000001316,13.291946091258964,1.0,0.23964139107261065,-3519.9203955865446,3557.2557468623327,7077.176142448878,549.3348359796232,835.108738733525,676040165.3694336,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.28207138171904306,2251.1627906976746,2228.5714285714294,1009.9492855152631,744.7935563480623,539.1424413208656,,0.2578871901199611
2168,1545629057,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2169,1545629097,,-1.2,500.0,480.0,500.0,450.0,532.0,,525.7845654277028,508.62936699140283,13.42440218916819,0.5239240909706786,,648.8206635014186,453.18911624003294,11.130965249296832,12.669909296705804,1.0,0.4188657469547365,-3065.3436806614754,3313.0291877201057,6378.372868381581,648.8206635014186,1028.2818498692216,262228883.5000115,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.3624446700518864,2223.2558139534885,2225.0,1013.8719787006598,741.1095766831404,621.8002564753566,,0.2931721913250786
2170,1545629157,,-1.2,500.0,480.0,500.0,450.0,515.0,,524.4684543556871,504.4907574349181,13.421359397142893,0.5088401802649248,,622.6717269180998,462.15298706482804,10.00000000034634,11.718922812286232,1.0,0.4160266247294382,-3723.51195720424,3603.440210682256,7326.952167886497,622.6717269180998,1337.7445844346655,513729495.6309766,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.31546911286310103,2255.8139534883717,2221.428571428572,1011.9281623078534,746.3263177686653,608.208870238385,,0.28780454440785186
2171,1545629177,,-1.2,500.0,480.0,500.0,450.0,505.0,,521.0316815865942,505.9137730887509,13.448757414434613,0.4713255038640228,,573.5514528539131,442.76360691364266,10.220468461398507,12.066279863318329,1.0,0.3770736203384181,-3446.985220410882,3510.2691200796144,6957.254340490495,573.5514528539131,943.1261226678605,456876551.1263767,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.3624446700518864,2223.2558139534885,2225.0,1013.8719787006598,741.1095766831404,576.4158619168392,,0.27343169770113235
2172,1545629437,,-1.2,500.0,480.0,500.0,450.0,557.0,,524.0476279668727,502.2864881328394,13.436904036169553,0.4196101238514599,,545.6968569341975,455.54833326204806,10.00000000021596,11.910148759744615,1.0,0.4116427797266564,-3698.531092365586,3627.223815349124,7325.75490771471,545.6968569341975,1080.5794205398408,672278908.6391946,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2102312453414697,2288.3720930232557,2275.0,1012.2654087415874,747.0853497233369,536.4598060659877,,0.2561400091615663
2173,1545629457,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2174,1545629477,,-1.2,500.0,480.0,500.0,450.0,549.0,,517.675359508903,502.32364042960114,13.451140025791506,0.4180146543965177,,549.3348359796231,455.7359370074061,10.042565285976458,11.802569268916805,1.0,0.438985489805072,-3695.303650459788,3620.5240750707567,7315.827725530545,549.3348359796231,588.573038447094,768269732.4246067,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2692059810028169,2241.860465116279,2221.428571428572,1014.7646183796828,744.5171456982292,535.2870268230562,,0.2550281226956652
2175,1545629497,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2176,1545629517,,-1.2,500.0,480.0,500.0,450.0,,,,,,,,,,,,,,,,,,,,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,,,,,,,,
2177,1545629537,,-1.2,500.0,480.0,500.0,450.0,507.0,,532.4139500394426,516.1113391152423,13.477351061022315,0.4219681346676498,,581.6486498058495,466.6235605597088,10.000000000261467,14.18201676554245,1.0,0.13561470715770008,-3506.432270746585,3754.714436861733,7261.146707608319,581.6486498058495,564.3851054495016,625929356.6639247,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.27610933674936283,2265.116279069768,2239.285714285714,1014.4042514257823,746.1078787101692,538.1990608520972,,0.2564096597000817
2178,1545629557,,-1.2,500.0,480.0,500.0,450.0,480.0,,525.9264366147394,504.0650726262023,13.482590258614989,0.38548492958793296,,540.9205168304238,444.20096114346194,10.000000002389703,12.656046323455124,1.0,0.3095688179762042,-3589.307531920495,3697.922426162264,7287.229958082758,540.9205168304238,611.8828611739045,678184301.0575036,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2692059810028169,2241.860465116279,2221.428571428572,1014.7646183796828,744.5171456982292,512.0357505096924,,0.2446274877100294
2179,1545629577,,-1.2,500.0,480.0,500.0,450.0,592.0,,532.2687145834067,500.65644081140795,13.499142159411333,0.5288031814494487,,600.0016409711102,461.0791559460607,10.711825509675812,14.999999999784489,1.0,0.1622529172906323,-3069.4671320018224,4085.3368810286934,7154.804013030515,600.0016409711102,852.3694954002594,714134781.2380422,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2840353389333881,2255.8139534883717,2232.1428571428573,1011.7489742636404,742.2577409437055,626.3070927827032,,0.2956778254517167
2180,1545629897,,-1.2,500.0,480.0,500.0,450.0,556.0,,520.4105725773111,502.07527393306754,13.428341081281859,0.5637812226069039,,673.5712855259418,441.2037344485086,10.000000004839725,11.36337883737272,1.0,0.5072349049061764,-3748.278028799186,3624.075631813338,7372.3536606125235,673.5712855259418,1304.9027750744938,745504936.1748828,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.26637784562831895,2246.511627906977,2225.0,1014.6777979996828,744.0028898280841,660.3791872549236,,0.30944147066598743
2181,1545629937,,-1.2,500.0,480.0,500.0,450.0,498.0,,530.8919046007193,503.89640808531607,13.437472728367464,0.4907173798358749,,611.8828611739049,464.8740947218728,10.000000044288608,11.95327630283088,1.0,0.37850073967099024,-3625.433662695921,3620.4078163025492,7245.841478998471,611.8828611739049,922.1390310428003,678681637.8883861,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2974038678404643,2260.4651162790697,2235.714285714286,1015.398496837584,745.3754519584201,592.5144003986983,,0.2800865231720842
2182,1545629957,,-1.2,500.0,480.0,500.0,450.0,634.0,,528.3103765170933,499.76734586305486,13.471870159712605,0.3972427702566419,,553.0216469581803,458.8869650366743,10.000000003226424,13.045586348373144,1.0,0.27190234285948034,-3588.1344534778004,3656.339707620471,7244.474161098272,553.0216469581803,496.38689998387315,857427553.4354175,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.20178888002603065,2279.069767441861,2228.5714285714294,1013.786380691275,750.0135954751898,520.3010630693987,,0.24855940294564344
2183,1545629977,,-1.2,500.0,480.0,500.0,450.0,592.0,,525.2190597711879,501.6349244352394,13.454406492460132,0.4251312412676344,,539.7394676671619,463.90790040138285,10.000000000677996,13.358795734016613,1.0,0.25053911502254755,-3364.918147390265,3545.1222899282375,6910.040437318504,539.7394676671619,943.1261226678348,595024831.5082664,4.651162790697675,3.571428571428572,1000.0,770.0,470.0,215.0,280.0,-0.2840353389333881,2255.8139534883717,2232.1428571428573,1011.7489742636404,742.2577409437055,540.5434621833728,,0.2580834217465758
